ENSPMEG00000011394,ENSPMEG00000011394.1,ENSPMET00000000624,ENSPMET00000000624.1
ENSPMEG00000011514,ENSPMEG00000011514.1,ENSPMET00000000431,ENSPMET00000000431.1
ENSPMEG00000011494,ENSPMEG00000011494.1,ENSPMET00000000462,ENSPMET00000000462.1
ENSPMEG00000011456,ENSPMEG00000011456.1,ENSPMET00000000530,ENSPMET00000000530.1
ENSPMEG00000011629,ENSPMEG00000011629.1,ENSPMET00000000353,ENSPMET00000000353.1
ENSPMEG00000011672,ENSPMEG00000011672.1,ENSPMET00000000421,ENSPMET00000000421.1
ENSPMEG00000011580,ENSPMEG00000011580.1,ENSPMET00000000338,ENSPMET00000000338.1
ENSPMEG00000011591,ENSPMEG00000011591.1,ENSPMET00000000334,ENSPMET00000000334.1
ENSPMEG00000011481,ENSPMEG00000011481.1,ENSPMET00000000476,ENSPMET00000000476.1
ENSPMEG00000011448,ENSPMEG00000011448.1,ENSPMET00000000541,ENSPMET00000000541.1
ENSPMEG00000011515,ENSPMEG00000011515.1,ENSPMET00000000432,ENSPMET00000000432.1
ENSPMEG00000000587,ENSPMEG00000000587.1,ENSPMET00000000545,ENSPMET00000000545.1
ENSPMEG00000011623,ENSPMEG00000011623.1,ENSPMET00000000323,ENSPMET00000000323.1
ENSPMEG00000011439,ENSPMEG00000011439.1,ENSPMET00000000623,ENSPMET00000000623.1
ENSPMEG00000011518,ENSPMEG00000011518.1,ENSPMET00000000425,ENSPMET00000000425.1
ENSPMEG00000011568,ENSPMEG00000011568.1,ENSPMET00000000396,ENSPMET00000000396.1
ENSPMEG00000011453,ENSPMEG00000011453.1,ENSPMET00000000612,ENSPMET00000000612.1
ENSPMEG00000011584,ENSPMEG00000011584.1,ENSPMET00000000368,ENSPMET00000000368.1
ENSPMEG00000011417,ENSPMEG00000011417.1,ENSPMET00000000592,ENSPMET00000000592.1
ENSPMEG00000011556,ENSPMEG00000011556.1,ENSPMET00000000364,ENSPMET00000000364.1
ENSPMEG00000011525,ENSPMEG00000011525.1,ENSPMET00000000578,ENSPMET00000000578.1
ENSPMEG00000011429,ENSPMEG00000011429.1,ENSPMET00000000574,ENSPMET00000000574.1
ENSPMEG00000011508,ENSPMEG00000011508.1,ENSPMET00000000451,ENSPMET00000000451.1
ENSPMEG00000011536,ENSPMEG00000011536.1,ENSPMET00000000399,ENSPMET00000000399.1
ENSPMEG00000011488,ENSPMEG00000011488.1,ENSPMET00000000519,ENSPMET00000000519.1
ENSPMEG00000011523,ENSPMEG00000011523.1,ENSPMET00000000422,ENSPMET00000000422.1
ENSPMEG00000000222,ENSPMEG00000000222.1,ENSPMET00000000550,ENSPMET00000000550.1
ENSPMEG00000011572,ENSPMEG00000011572.1,ENSPMET00000000349,ENSPMET00000000349.1
ENSPMEG00000011439,ENSPMEG00000011439.1,ENSPMET00000000633,ENSPMET00000000633.1
ENSPMEG00000000865,ENSPMEG00000000865.1,ENSPMET00000000542,ENSPMET00000000542.1
ENSPMEG00000011575,ENSPMEG00000011575.1,ENSPMET00000000346,ENSPMET00000000346.1
ENSPMEG00000011583,ENSPMEG00000011583.1,ENSPMET00000000358,ENSPMET00000000358.1
ENSPMEG00000011415,ENSPMEG00000011415.1,ENSPMET00000000595,ENSPMET00000000595.1
ENSPMEG00000011578,ENSPMEG00000011578.1,ENSPMET00000000406,ENSPMET00000000406.1
ENSPMEG00000011434,ENSPMEG00000011434.1,ENSPMET00000000568,ENSPMET00000000568.1
ENSPMEG00000011437,ENSPMEG00000011437.1,ENSPMET00000000564,ENSPMET00000000564.1
ENSPMEG00000011545,ENSPMEG00000011545.1,ENSPMET00000000378,ENSPMET00000000378.1
ENSPMEG00000011556,ENSPMEG00000011556.1,ENSPMET00000000374,ENSPMET00000000374.1
ENSPMEG00000011413,ENSPMEG00000011413.1,ENSPMET00000000599,ENSPMET00000000599.1
ENSPMEG00000011432,ENSPMEG00000011432.1,ENSPMET00000000583,ENSPMET00000000583.1
ENSPMEG00000011416,ENSPMEG00000011416.1,ENSPMET00000000597,ENSPMET00000000597.1
ENSPMEG00000011511,ENSPMEG00000011511.1,ENSPMET00000000443,ENSPMET00000000443.1
ENSPMEG00000011416,ENSPMEG00000011416.1,ENSPMET00000000603,ENSPMET00000000603.1
ENSPMEG00000011546,ENSPMEG00000011546.1,ENSPMET00000000405,ENSPMET00000000405.1
ENSPMEG00000011427,ENSPMEG00000011427.1,ENSPMET00000000616,ENSPMET00000000616.1
ENSPMEG00000011672,ENSPMEG00000011672.1,ENSPMET00000000427,ENSPMET00000000427.1
ENSPMEG00000011466,ENSPMEG00000011466.1,ENSPMET00000000546,ENSPMET00000000546.1
ENSPMEG00000000587,ENSPMEG00000000587.1,ENSPMET00000000554,ENSPMET00000000554.1
ENSPMEG00000011452,ENSPMEG00000011452.1,ENSPMET00000000558,ENSPMET00000000558.1
ENSPMEG00000011538,ENSPMEG00000011538.1,ENSPMET00000000395,ENSPMET00000000395.1
ENSPMEG00000011478,ENSPMEG00000011478.1,ENSPMET00000000493,ENSPMET00000000493.1
ENSPMEG00000011480,ENSPMEG00000011480.1,ENSPMET00000000489,ENSPMET00000000489.1
ENSPMEG00000011519,ENSPMEG00000011519.1,ENSPMET00000000426,ENSPMET00000000426.1
ENSPMEG00000011582,ENSPMEG00000011582.1,ENSPMET00000000350,ENSPMET00000000350.1
ENSPMEG00000011533,ENSPMEG00000011533.1,ENSPMET00000000402,ENSPMET00000000402.1
ENSPMEG00000011442,ENSPMEG00000011442.1,ENSPMET00000000549,ENSPMET00000000549.1
ENSPMEG00000011609,ENSPMEG00000011609.1,ENSPMET00000000342,ENSPMET00000000342.1
ENSPMEG00000011391,ENSPMEG00000011391.1,ENSPMET00000000642,ENSPMET00000000642.1
ENSPMEG00000011470,ENSPMEG00000011470.1,ENSPMET00000000499,ENSPMET00000000499.1
ENSPMEG00000000228,ENSPMEG00000000228.1,ENSPMET00000000385,ENSPMET00000000385.1
ENSPMEG00000011490,ENSPMEG00000011490.1,ENSPMET00000000464,ENSPMET00000000464.1
ENSPMEG00000011451,ENSPMEG00000011451.1,ENSPMET00000000537,ENSPMET00000000537.1
ENSPMEG00000011627,ENSPMEG00000011627.1,ENSPMET00000000325,ENSPMET00000000325.1
ENSPMEG00000011470,ENSPMEG00000011470.1,ENSPMET00000000505,ENSPMET00000000505.1
ENSPMEG00000011519,ENSPMEG00000011519.1,ENSPMET00000000423,ENSPMET00000000423.1
ENSPMEG00000011478,ENSPMEG00000011478.1,ENSPMET00000000497,ENSPMET00000000497.1
ENSPMEG00000011496,ENSPMEG00000011496.1,ENSPMET00000000470,ENSPMET00000000470.1
ENSPMEG00000011447,ENSPMEG00000011447.1,ENSPMET00000000543,ENSPMET00000000543.1
ENSPMEG00000011410,ENSPMEG00000011410.1,ENSPMET00000000606,ENSPMET00000000606.1
ENSPMEG00000011515,ENSPMEG00000011515.1,ENSPMET00000000446,ENSPMET00000000446.1
ENSPMEG00000011500,ENSPMEG00000011500.1,ENSPMET00000000458,ENSPMET00000000458.1
ENSPMEG00000011581,ENSPMEG00000011581.1,ENSPMET00000000382,ENSPMET00000000382.1
ENSPMEG00000011505,ENSPMEG00000011505.1,ENSPMET00000000454,ENSPMET00000000454.1
ENSPMEG00000011405,ENSPMEG00000011405.1,ENSPMET00000000609,ENSPMET00000000609.1
ENSPMEG00000011600,ENSPMEG00000011600.1,ENSPMET00000000309,ENSPMET00000000309.1
ENSPMEG00000011395,ENSPMEG00000011395.1,ENSPMET00000000635,ENSPMET00000000635.1
ENSPMEG00000011532,ENSPMEG00000011532.1,ENSPMET00000000433,ENSPMET00000000433.1
ENSPMEG00000011509,ENSPMEG00000011509.1,ENSPMET00000000449,ENSPMET00000000449.1
ENSPMEG00000011672,ENSPMEG00000011672.1,ENSPMET00000000403,ENSPMET00000000403.1
ENSPMEG00000011459,ENSPMEG00000011459.1,ENSPMET00000000525,ENSPMET00000000525.1
ENSPMEG00000011582,ENSPMEG00000011582.1,ENSPMET00000000339,ENSPMET00000000339.1
ENSPMEG00000011527,ENSPMEG00000011527.1,ENSPMET00000000416,ENSPMET00000000416.1
ENSPMEG00000011523,ENSPMEG00000011523.1,ENSPMET00000000417,ENSPMET00000000417.1
ENSPMEG00000011495,ENSPMEG00000011495.1,ENSPMET00000000460,ENSPMET00000000460.1
